Princípio Ativo,Nome Comercial,Apresentação Comercial,Fabricante,Finalidade de Uso,Classe Terapêutica,Mecanismo de Ação,Via de Administração,Forma Farmacêutica,Soma de QT_APROVADA,Soma de QT_GLOSATOTAL,Soma de VL_GLOSADO,Soma de VL_APROVADO,VL_UNITÁRIO,QT_MÉDIA_MENSAL,VL_MÉDIO_MENSAL,% GLOSA,%VL APROVADO,Unnamed: 19
CISPLATINA,C-PLATIN,CISPLATINA 1 MGML SOL INJ IV CT FA VD AMB X 50 ML,BLAU FARMACEUTICA S.A.,"Câncer de testículo, câncer de ovário, câncer de bexiga, câncer de pulmão",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,6343.0,220.0,38.53,7957.62,1.2545514740658994,528.5833333333334,663.135,0.03352125552338869,0.9664787444766113,
OXALIPLATINA,EVOXALI,EVOXALI 100 MG PO LIOF INJ CT FA VD AMB X 1000 MG,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,4907.0,232.0,0.08,5974.959999999999,1.2176401059710615,408.9166666666667,497.91333333333324,0.04514496983848998,0.95485503016151,
DOCETAXEL,DOCEUNO,DOCETAXEL 20MGML SOL INJ IV CT FA VD TRANS X 4ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,4636.0,0.0,0.0,5584.029999999999,1.2044930974978427,386.3333333333333,465.33583333333326,0,1.0,
DOXORRUBICINA,RUBIDOX,RUBIDOX 50 MG PO LIOF INJ CT 1 FA VD INC,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,7158.0,460.0,24.05,8558.39,1.1956398435317126,596.5,713.1991666666667,0.060383302704121816,0.9396166972958782,
DACARBAZINA,FAULDACAR,FAULDACAR RESTRITO HOSP 600 MG FA,LIBBS FARMACEUTICA LTDA ,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,37371.0,10004.0,182.23,43879.76000000005,1.1741660645955434,3114.25,3656.646666666671,0.21116622691292877,0.7888337730870713,
DACARBAZINA,FAULDACAR,FAULDACAR RESTRITO HOSP 200 MG FA,LIBBS FARMACEUTICA LTDA ,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,11980.0,1628.0,35.92,14034.04,1.1714557595993322,998.3333333333334,1169.5033333333333,0.11963550852439742,0.8803644914756026,
PAMIDRONATO,PAMIDROM,PAMIDROM 60 MG PO LIOF INJ CX 5 FA VD INC 5 AMP DIL X 10 ML,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"Hipercalcemia maligna, doença de Paget, metástases ósseas, mieloma múltiplo",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor da atividade osteoclástica,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,3.0,0.0,0.0,3.48,1.16,0.25,0.29,0,1.0,
GENCITABINA,GEMCIT,GEMCIT 40 MGML SOL DIL INFUS IV CT ENVOL FA VD TRANS X 25 ML,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INFUSAO,18000.0,0.0,0.0,20191.5,1.12175,1500,1682.625,0,1.0,
METOTREXATO,FAULDMETRO,FAULDMETRO RESTRITO HOSP 50 MG2 ML CX 5 FA,LIBBS FARMACEUTICA LTDA ,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,990.0,0.0,0.0,1110.15,1.1213636363636366,82.5,92.5125,0,1.0,
PAMIDRONATO,PAMIDROM,PAMIDROM 90 MG PO LIOF INJ CX 5 FA VD INC 5 AMP DIL X 10 ML,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"Hipercalcemia maligna, doença de Paget, metástases ósseas, mieloma múltiplo",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor da atividade osteoclástica,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,180.0,0.0,0.0,201.6,1.1199999999999999,15,16.8,0,1.0,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MGML SOL INJ CT 20 FA VD INC X 167 ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,30721.0,533.0,219.05,34352.76000000005,1.1182175059405635,2560.0833333333335,2862.7300000000046,0.017053817111409738,0.9829461828885903,
METOTREXATO,METREXATO,METREXATO 25 MG COM CT BL AL PLAS AMB X 24,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,COMPRIMIDO,2280.0,12.0,15.98,2531.250000000001,1.110197368421053,190,210.93750000000009,0.005235602094240838,0.9947643979057592,
PEMETREXEDE HEPTAIDRATADO,PLEXEDEN,PLEXEDEN 100 MG PO LIOF INJ CT 1 FA VD TRANS X 13 ML,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,1776.0,1776.0,15942.73,1959.17,1.1031362612612614,148,163.26416666666668,0.5,0.5,
DOXORRUBICINA,CLORIDRATO DE DOXORRUBICINA,CLORIDRATO DE DOXORRUBICINA 2 MGML SOL INJ IV CT FA VD TRANS X 25 ML,ACCORD FARMACEUTICA LTDA,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,SOLUCAO INJETAVEL,3445.0,0.0,0.0,3768.829999999999,1.0939999999999996,287.0833333333333,314.0691666666666,0,1.0,
GENCITABINA,GENCIX,GENCIX 200 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,PO LIOFILO PARA SOLUCAO INJETAVEL,33104.0,8706.0,8605.399999999998,35265.86000000001,1.0653050990816821,2758.6666666666665,2938.821666666667,0.20822769672327193,0.7917723032767281,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 5 MGML SOL INJ IV CT FA VD AMB X 10 ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,1978.0,44.0,6.93,2067.8,1.0453993933265926,164.83333333333334,172.3166666666667,0.021760633036597428,0.9782393669634025,
DACARBAZINA,FAULDACAR,FAULDACAR 200 MG PO LIOF INJ CT FA VD AMB,LIBBS FARMACEUTICA LTDA ,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,70411.0,3946.0,2502.01,73024.55000000009,1.0371184900086647,5867.583333333333,6085.379166666674,0.053068305606735075,0.946931694393265,
DACARBAZINA,FAULDACAR,FAULDACAR 600 MG PO LIOF INJ CT FA VD AMB,LIBBS FARMACEUTICA LTDA ,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,45584.0,9486.0,2876.77,46710.56999999999,1.024714154089154,3798.6666666666665,3892.547499999999,0.17225349555111677,0.8277465044488832,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 5 MGML SOL INJ IV CT FA VD AMB X 20 ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,5596.0,145.0,6.23,5728.710000000002,1.0237151536812013,466.3333333333333,477.39250000000015,0.025256923880856992,0.974743076119143,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 100MG PO LIOF SOL INJ IV CX 10 FA VD TRANS X 50ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,200.0,0.0,0.0,196.98,0.9849,16.666666666666668,16.415,0,1.0,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 5 MGML SOL INJ IV CX 10 FA VD AMB X 20 ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,362.0,0.0,0.0,353.21,0.9757182320441988,30.166666666666668,29.434166666666666,0,1.0,
DOCETAXEL,DOCEUNO,DOCETAXEL 20 MGML SOL DIL INFUS INJ CT FA VD TRANS X 4 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,1164.0,0.0,0.0,1129.45,0.9703178694158076,97,94.12083333333334,0,1.0,
PACLITAXEL,EVOTAXEL,EVOTAXEL 6 MGML SOL INJ CT FA VD TRANS X 167 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,2958.0,1000.0,0.56,2778.26,0.9392359702501691,246.5,231.52166666666668,0.25265285497726125,0.7473471450227387,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 100 MG PO LIOF SOL INJ IV CT FA VD TRANS X 50ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,4070.0,0.0,0.0,3806.870000000001,0.9353488943488946,339.1666666666667,317.23916666666673,0,1.0,
METOTREXATO,FAULDMETRO,FAULDMETRO 25 MGML SOL INJ CT 5 FA VD INC X 2 ML,LIBBS FARMACEUTICA LTDA ,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,62353.0,2400.0,1833.51,57444.77000000004,0.9212831780347384,5196.083333333333,4787.06416666667,0.03706391981838679,0.9629360801816133,
CARBOPLATINA,B-PLATIN,B-PLATIN 10 MG ML SOL INJ CT FA VD AMB X 5 ML,BLAU FARMACEUTICA S.A.,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,8485.0,350.0,215.42,7738.600000000003,0.9120329994107251,707.0833333333334,644.8833333333336,0.039615166949632144,0.9603848330503678,
METOTREXATO,METREXATO,PEMETREXEDE 100 MG PO LIOF INJ IV CT 1 FA VD INC X 15 ML,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,COMPRIMIDO,3190.0,0.0,0.0,2904.36,0.9104576802507838,265.8333333333333,242.03,0,1.0,
ETOPOSIDEO,EPOSIDO,EPOSIDO ETOPOSIDEO RESTRITO HOSP 100 MG FA 5 ML,BLAU FARMACEUTICA S.A.,"Câncer de pulmão de células pequenas, Leucemia aguda monocítica e mielomonocítica, Doença de Hodgkin, Linfoma não-Hodgkin, Tumores testiculares",L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS,"Inibidor da enzima topoisomerase II, produzindo efeitos citotóxicos",IV,SOLUCAO INJETAVEL,17757.0,4695.0,6.74,16057.49000000001,0.9042907022582649,1479.75,1338.1241666666676,0.20911277391769106,0.790887226082309,
ETOPOSIDEO,EPOSIDO,EPOSIDO ETOPOSIDEO RESTRITO HOSP 20 MGML SOL INJ,BLAU FARMACEUTICA S.A.,"Câncer de pulmão de células pequenas, Leucemia aguda monocítica e mielomonocítica, Doença de Hodgkin, Linfoma não-Hodgkin, Tumores testiculares",L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS,"Inibidor da enzima topoisomerase II, produzindo efeitos citotóxicos",IV,SOLUCAO INJETAVEL,1020.0,0.0,0.0,907.8,0.8899999999999999,85,75.64999999999999,0,1.0,
ETOPOSIDEO,EVOPOSDO,EVOPOSDO RESTRITO HOSP 20 MGML SOL INJ CT FA ,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer de pulmão de células pequenas, Leucemia aguda monocítica e mielomonocítica, Doença de Hodgkin, Linfoma não-Hodgkin, Tumores testiculares",L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS,"Inibidor da enzima topoisomerase II, produzindo efeitos citotóxicos",IV,SOLUCAO INJETAVEL,23933.0,12513.0,60.85999999999999,19904.62999999998,0.8316813604646296,1994.4166666666667,1658.719166666665,0.3433298578719201,0.6566701421280798,
GENCITABINA,GEMZAR,GEMZAR 200 MG PO LIOF INJ CT FA VD INC X 10 ML,ELI LILLY DO BRASIL LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,156183.0,15047.0,2637.54,129889.3700000003,0.8316485789106388,13015.25,10824.114166666692,0.08787595631606611,0.9121240436839338,
IRINOTECANO,CLORIDRATO DE IRINOTECANO,CLORIDRATO DE IRINOTECANO 20 MGML SOL INJ CT FA VD AMB X 5 ML,ACCORD FARMACEUTICA LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO INJETAVEL,47919.0,825.0,25.79,39779.68999999998,0.8301444103591473,3993.25,3314.974166666665,0.01692516001969473,0.9830748399803053,
PEMETREXEDE HEPTAIDRATADO,PLEXEDEN,PLEXEDEN 500 MG PO LIOF INJ CT 1 FA VD TRANS X 50 ML,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,1560.0,0.0,0.0,1251.6,0.8023076923076923,130,104.3,0,1.0,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 200 MG PO LIOF SOL INJ IV CT FA VD TRANS X 10 ML,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,3800.0,0.0,0.0,3039.68,0.7999157894736841,316.6666666666667,253.30666666666664,0,1.0,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 200 MG PO LIOF P SOL INJ IV CT 10 FA VD INC X 10 ML,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,31916.0,0.0,0.0,23336.10000000001,0.7311724526883071,2659.6666666666665,1944.6750000000009,0,1.0,
GENCITABINA,GEMZAR,GEMZAR 1 G PO LIOF INJ CT FA VD INC X 50 ML,ELI LILLY DO BRASIL LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,508205.0,117725.0,17763.61,368432.2999999993,0.7249678771361936,42350.416666666664,30702.691666666607,0.1880801367565063,0.8119198632434936,
FOLINATO DE CALCIO,FOLINATO DE CALCIO,FOLINATO DE CALCIO 10 MGML SOL INJ IVIM CT 50 FA VD TRANS X 5 ML,EUROFARMA LABORATORIOS S.A.,Auxiliar da quimioterapia - antídoto de efeitos tóxicos de alguns quimioterápicos,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,"Protegendo as células saudáveis dos efeitos tóxicos de antagonistas do ácido fólico, como o metotrexato",IV/IM,SOLUCAO INJETAVEL,50914.0,1010.0,289.4,36266.40000000006,0.7123070275366316,4242.833333333333,3022.200000000005,0.0194515060472999,0.9805484939527,
HIDROQUINONA + TRETINOÍNA + FLUOCINOLONA ACETONIDA,GENÉRICO,HIDROQUINONA TRETINOINA FLUOCINOLONA ACETONIDA 40 MGG 05 MGG 01 MGG CREM DERM CT BG AL X 30 G,MÚLTIPLOS,Melasma da face,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,Hidroquinona: inibidor da tirosinase (enzima fundamental na produção de melanina); Tretinoína: retinóide que aumenta a renovação celular da pele; Fluocinolona Acetonida: corticosteróide de potência moderada (anti-inflamatório),,CREME,15.0,0.0,0.0,10.5,0.7,1.25,0.875,0,1.0,
PACLITAXEL,EVOTAXEL,EVOTAXEL 6 MGML SOL INJ CT FA VD TRANS X 5 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,68.0,44.0,5.88,47.47,0.6980882352941177,5.666666666666667,3.955833333333333,0.39285714285714285,0.6071428571428572,
IRINOTECANO,CLORIDRATO DE IRINOTECANO,CLORIDRATO DE IRINOTECANO TRI-HIDRATADO 20 MGML SOL INJ IV CT FA VD AMB X 2 ML,ACCORD FARMACEUTICA LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO INJETAVEL,179.0,0.0,0.0,122.03,0.681731843575419,14.916666666666666,10.169166666666667,0,1.0,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MGML SOL INJ IV CT 1 FA VD AMB X 5ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,702.0,0.0,0.0,457.11,0.6511538461538462,58.5,38.0925,0,1.0,
PEMETREXEDE,MESOTEM,MESOTEM 100 MG PO LIOF CT FA VD TRANS X 10 ML (EMB HOSP),CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,6880.0,400.0,72.07,4303.610000000001,0.6255247093023256,573.3333333333334,358.6341666666667,0.054945054945054944,0.945054945054945,
METOTREXATO,MTX,MTX 25MGML SOL INJ CT FA VD TRANS X 20 ML,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL+SOLUCAO PARA DILUICAO PARA INFUSAO,6435.0,0.0,0.0,3861.0,0.6,536.25,321.75,0,1.0,
METOTREXATO,MTX,MTX 25 MGML SOL INJ CT FA VD TRANS X 2 ML,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL+SOLUCAO PARA DILUICAO PARA INFUSAO,3204.0,766.0,91.39,1897.43,0.5922066167290887,267,158.11916666666667,0.1929471032745592,0.8070528967254408,
